kode_barang,Nama Produk,cabang,stok,harga_jual,kategori
1005043,Hiro Ice Cream Series 60ml - Vanilla Ice Cream 3mg,Bangil,1,115000,liquid
1005044,Hiro Ice Cream Series 60ml - Vanilla Ice Cream 6mg,Bangil,1,115000,liquid
1005045,Takis Saltnic Warkop Series 30ml - Sari Sari Anggur 30mg,Bangil,1,69000,liquid
1005046,Takis Saltnic Warkop Series 30ml - Sari Sari Jambu 30mg,Bangil,1,69000,liquid
1005047,Takis Saltnic Warkop Series 30ml - Sari Sari Jeruk 30mg,Bangil,1,69000,liquid
1005048,Takis Saltnic Warkop Series 30ml - Sari Sari Mangga 30mg,Bangil,2,69000,liquid
1005049,Takis Saltnic Warkop Series 30ml - Sari Sari Melon 30mg,Bangil,1,69000,liquid
1005050,WD Escape Series 60ml - Honeydew Creme Smush 3mg,Bangil,1,150000,liquid
1005051,WD Escape Series 60ml - Honeydew Creme Smush 6mg,Bangil,1,150000,liquid
1005053,WD Escape Series 60ml - Mango Creme Smush 6mg,Bangil,1,150000,liquid
1005054,WD Escape Series 60ml - Strawberry Creme Smush 3mg,Bangil,1,150000,liquid
1005055,WD Escape Series 60ml - Strawberry Creme Smush 6mg,Bangil,1,150000,liquid
1005057,Bequ Saltnic Mix Series 30ml - Banana Kiwi 30mg,Bangil,1,110000,liquid
1005059,Drip State 60ml - Butter Bread with Original Filling 3mg,Bangil,1,140000,liquid
1005061,Hanna Pods Friendly Bubblegum Series 15ml - Grape 15mg,Bangil,1,40000,liquid
1005065,Foom Salt Max Series 30ml - Icy Blackcurrant 30mg,Bangil,1,110000,liquid
1005066,Foom Salt Max Series 30ml - Icy Honeydew 30mg,Bangil,1,110000,liquid
1005069,Hanna Pods Friendly Pudding Series 30ml - Blueberry 15mg,Bangil,1,75000,liquid
1005070,Hanna Pods Friendly Pudding Series 30ml - Lychee 15mg,Bangil,1,75000,liquid
1005071,Hanna Pods Friendly Pudding Series 30ml - Strawberry 15mg,Bangil,1,75000,liquid
1005072,Liquid Bobon 60ml - Cream Blueberry Cheese 9mg,Bangil,1,150000,liquid
1005073,Liquid Bobon 60ml - Cream Mango Cheese 3mg,Bangil,1,150000,liquid
1005074,Liquid Bobon 60ml - Cream Mango Cheese 6mg,Bangil,1,150000,liquid
1005076,Rata 60ml - Canepose Tart 3mg,Bangil,1,150000,liquid
1005077,Rata 60ml - Canepose Tart 6mg,Bangil,1,150000,liquid
1005078,Rata 60ml - Canepose Tart 12mg,Bangil,1,150000,liquid
1005081,Rata 60ml - Lottabis Crackers 12mg,Bangil,1,150000,liquid
1005082,Rata 60ml - Swellow Berry 3mg,Bangil,1,150000,liquid
1005084,Rata 60ml - Swellow Berry 12mg,Bangil,1,150000,liquid
1005085,Crackz 60ml - Tiramisu Cake 3mg,Bangil,1,140000,liquid
1005089,Lunar Biscuit Series 60ml - Biscuit Cream Vanilla 3mg,Bangil,1,160000,liquid
1005090,Lunar Biscuit Series 60ml - Biscuit Cream Vanilla 6mg,Bangil,1,160000,liquid
1005091,Lunar Saltnic Biscuit Series 30ml - Biscuit Cream Vanilla 30mg,Bangil,1,120000,liquid
1005092,Lunar Ice Cream 60ml - Mochi Vanilla 3mg,Bangil,1,160000,liquid
1005093,Lunar Ice Cream 60ml - Mochi Vanilla 6mg,Bangil,1,160000,liquid
1005095,Tokyo Bun Series 60ml - Original 6mg,Bangil,1,160000,liquid
1005096,Tokyo Bun Saltnic Series 30ml - Original 30mg,Bangil,2,120000,liquid
1005098,TRML 60ml - Creme Brulee 4mg,Bangil,1,160000,liquid
1005100,TRML 60ml - Creme Cake 4mg,Bangil,1,160000,liquid
1005101,TRML 60ml - Creme Cake 7mg,Bangil,1,160000,liquid
1005103,Omnipod Pods Friendly 4 x 15ml - V2 Bubblegum 12mg,Bangil,1,35000,liquid
1005104,Omnipod Pods Friendly 4 x 15ml - V1 Ice Cream 12mg,Bangil,3,35000,liquid
1005105,Bananalicious Saltnic 30ml - Blueberry Banana Cream 35mg,Bangil,1,120000,liquid
1005107,Monster Vape Labs 60ml - Mixed Berry 3mg,Bangil,1,200000,liquid
1005110,Drip State 60ml - Butter Bread Choco Feeling 3mg,Bangil,1,140000,liquid
1005113,Drip State 60ml - Butter Bread Japanese Ice Cream Feeling 6mg,Bangil,1,140000,liquid
1005118,Omnipod Pods Friendly 4 x 15ml - Coffee 12mg,Bangil,5,35000,liquid
1005119,Rex 57 60ml - Honeydew Milk Toast 3mg,Bangil,1,155000,liquid
1005120,Rex 57 60ml - Honeydew Milk Toast 6mg,Bangil,1,155000,liquid
1005121,Rex 57 Saltnic 30ml - Honeydew Milk Toast 30mg,Bangil,1,120000,liquid
1005122,Tokyo Wafer Series 60ml - Wafer Srikaya 3mg,Bangil,1,160000,liquid
1005123,Tokyo Wafer Series 60ml - Wafer Srikaya 6mg,Bangil,1,160000,liquid
1005131,Ox Passion Premium 30ml - Matcha Ice Cream 30mg,Bangil,1,105000,liquid
1005132,Ox Passion Premium 30ml - Orange Squash 30mg,Bangil,1,105000,liquid
1005135,Lunar Biscuit Series 60ml - Biscuit Chocolate 6mg,Bangil,1,160000,liquid
1005136,Lunar Saltnic Biscuit Series 30ml - Biscuit Chocolate 30mg,Bangil,2,120000,liquid
1005137,Inverse Crunchy Series 60ml - Twister 6mg,Bangil,1,160000,liquid
1005138,Inverse Crunchy Series 60ml - Vanilla Creed 3mg,Bangil,1,160000,liquid
1005139,Inverse Crunchy Series 60ml - Vanilla Creed 6mg,Bangil,1,160000,liquid
1005140,Crackz 60ml - Strawberry Banana Cream 3mg,Bangil,1,140000,liquid
1005142,Crackz Saltnic Series 30ml - Strawberry Banana Cream 25mg,Bangil,1,110000,liquid
1005143,Lunar Ice Cream 60ml - Mochi Strawberry 3mg,Bangil,1,160000,liquid
1005144,Lunar Ice Cream 60ml - Mochi Strawberry 6mg,Bangil,1,160000,liquid
1005145,Lunar Ice Cream 30ml - Mochi Strawberry 30mg,Bangil,1,120000,liquid
1005147,Hanna Pods Friendly Pudding Series 15ml - Blueberry 15mg,Bangil,1,40000,liquid
1005148,Hanna Pods Friendly Pudding Series 15ml - Lychee 15mg,Bangil,2,40000,liquid
1005151,Hanna Pods Friendly Series 30ml - Pineapple 15mg,Bangil,2,75000,liquid
1005152,Avo 60ml - Strawberry Avocado 3mg,Bangil,1,155000,liquid
1005153,Avo 60ml - Strawberry Avocado 6mg,Bangil,1,155000,liquid
1005155,Avo Ice 60ml - Strawberry Avocado Ice 6mg,Bangil,1,155000,liquid
1005156,Avo Ice Saltnic 30ml - Strawberry Avocado Ice 30mg,Bangil,1,120000,liquid
1005157,The O Rama 60ml - V3 Creme Brulle 3mg,Bangil,2,155000,liquid
1005159,The O Rama Pods Friendly 30ml - V3 Creme Brulle 15mg,Bangil,1,95000,liquid
1005160,Lunar Ice Cream 60ml - Rainbow 3mg,Bangil,1,160000,liquid
1005161,Lunar Ice Cream 60ml - Rainbow 6mg,Bangil,1,160000,liquid
1005165,Crackz Ice Fruity 60ml - Blackcurrant 3mg,Bangil,2,140000,liquid
1005166,Omnipod Pods Friendly 4 x 15ml - Drink 12mg,Bangil,2,35000,liquid
1005167,Omnipod Pods Friendly 4 x 15ml - Pudding 12mg,Bangil,3,35000,liquid
1005168,Takis Saltnic Tipruti Series 30ml - Apple 30mg,Bangil,1,69000,liquid
1005169,Takis Saltnic Tipruti Series 30ml - Blackcurrant 30mg,Bangil,1,69000,liquid
1005170,Takis Saltnic Tipruti Series 30ml - Passion Fruit 30mg,Bangil,2,69000,liquid
1005171,Taze Saltnic 30ml - Ice Apple Punch 30mg,Bangil,2,110000,liquid
1005172,Taze Saltnic 30ml - Ice Freezy Fruity 30mg,Bangil,2,110000,liquid
1005174,Taze Saltnic 30ml - Ice Mango Blast 30mg,Bangil,2,110000,liquid
1005175,Taze Saltnic Ice Candymilk Series 30ml - Honeydew 30mg,Bangil,1,110000,liquid
1005176,Taze Saltnic Ice Candymilk Series 30ml - Strawberry 30mg,Bangil,2,110000,liquid
1005177,Taze Saltnic Ice Candymilk Series 30ml - Taro 30mg,Bangil,2,110000,liquid
1005178,Taze Saltnic Ice Candymilk Series 30ml - Watermelon 30mg,Bangil,2,110000,liquid
1005179,Taze Saltnic Ice Cream Series 30ml - Cola Vanilla 30mg,Bangil,2,110000,liquid
1005180,Taze Saltnic Ice Cream Series 30ml - Redsoda Vanilla 30mg,Bangil,2,110000,liquid
1005181,Taze Saltnic Ice Cream Series 30ml - Rootbeer Vanilla 30mg,Bangil,2,110000,liquid
1005182,Taze Saltnic Ice Nutri Series 30ml - Anggur 30mg,Bangil,2,110000,liquid
1005183,Taze Saltnic Ice Nutri Series 30ml - Blackcurrant 30mg,Bangil,1,110000,liquid
1005184,Taze Saltnic Ice Nutri Series 30ml - Blewah 30mg,Bangil,2,110000,liquid
1005185,Taze Saltnic Ice Nutri Series 30ml - Guava 30mg,Bangil,1,110000,liquid
1005186,Taze Saltnic Ice Nutri Series 30ml - Jeruk 30mg,Bangil,2,110000,liquid
1005187,Taze Saltnic Ice Nutri Series 30ml - Lychee 30mg,Bangil,2,110000,liquid
1005189,Taze Saltnic Ice Nutri Series 30ml - Pineapple 30mg,Bangil,2,110000,liquid
1005190,Taze Saltnic Ice Nutri Series 30ml - Strawberry 30mg,Bangil,2,110000,liquid
1005192,Juta Freeze Salt Bubblegum Series 15ml - Grape Bubblegum 10mg,Bangil,1,40000,liquid
1005193,Juta Freeze Salt Bubblegum Series 15ml - Melon Bubblegum,Bangil,2,40000,liquid
1005194,Juta Freeze Salt Bubblegum Series 15ml - Mix Bubblegum 10mg,Bangil,3,40000,liquid
1005195,Tokyo Toast 60ml - Strawberry Butter Toast 3mg,Bangil,1,160000,liquid
1005196,Tokyo Toast 60ml - Strawberry Butter Toast 6mg,Bangil,1,160000,liquid
1005197,Tokyo Toast Saltnic 30ml - Strawberry Butter Toast 30mg,Bangil,1,120000,liquid
1005198,Tokyo Bun Series 60ml - Coffee 3mg,Bangil,2,160000,liquid
1005199,Tokyo Bun Series 60ml - Coffee 6mg,Bangil,1,160000,liquid
1005200,Tokyo Bun Saltnic Series 30ml - Coffee 30mg,Bangil,1,120000,liquid
1005201,Crackz Ice Fruity 60ml - Honeydew 3mg,Bangil,1,140000,liquid
1005203,Crackz Ice Fruity 60ml - Muscat 3mg,Bangil,1,140000,liquid
1005204,Crackz Ice Saltnic Fruity Series 30ml - Apple 25mg,Bangil,1,110000,liquid
1005205,Crackz Ice Saltnic Fruity Series 30ml - Kiwi 25mg,Bangil,1,110000,liquid
1005206,Crackz Ice Saltnic Fruity Series 30ml - Peach 25mg,Bangil,1,110000,liquid
1005207,Crackz Ice Saltnic Fruity Series 30ml - Watermelon 25mg,Bangil,1,110000,liquid
1005208,Crackz Ice Saltnic Bubblegum Series 30ml - Grape 25mg,Bangil,1,110000,liquid
1005209,Crackz Ice Saltnic Bubblegum Series 30ml - Tutti Frutti 25mg,Bangil,1,110000,liquid
1005210,Liquid Dead Squad 60ml - V2 The Black Triangle 3mg,Bangil,2,160000,liquid
1005211,Liquid Dead Squad 60ml - V2 The Black Triangle 6mg,Bangil,2,160000,liquid
1005212,Crackz Ice 60ml - V12 White Chocolate Ice Cream 3mg,Bangil,1,140000,liquid
1005213,Crackz Ice 60ml - V12 White Chocolate Ice Cream 6mg,Bangil,1,140000,liquid
1005214,Crackz Ice Saltnic 30ml - V12 White Chocolate Ice Cream 25mg,Bangil,1,110000,liquid
1005215,American Ice Cream 60ml - Avocado Banana 3mg,Bangil,1,155000,liquid
1005216,American Ice Cream 60ml - Salted Caramel 3mg,Bangil,1,155000,liquid
1005217,American Ice Cream 60ml - Strawberry 3mg,Bangil,1,155000,liquid
1005218,American Ice Cream 60ml - Taro 3mg,Bangil,1,155000,liquid
2000002,Cotton Bacon Prime,Bangil,4,75000,coil dan wire
2000014,Smok RPM RGC Coil - 0.17 Ohm,Bangil,2,40000,coil dan wire
2000016,Party Dog Prebuilt Coils - Alien Twisted Messes,Bangil,2,100000,coil dan wire
2000024,Narada Pro Coil - 1.0 Ohm,Bangil,1,35000,coil dan wire
2000026,Coil Pal II Artery - 0.4 Ohm,Bangil,1,30000,coil dan wire
2000027,Oxva Unicoil - 0.5 Ohm,Bangil,1,35000,coil dan wire
2000029,Voopoo Coil - 1.0 Ohm,Bangil,4,40000,coil dan wire
2000031,Kendo Cotton - Gold Edition,Bangil,1,80000,coil dan wire
2000049,Ultra Boost Coil - M3 0.15 ohm,Bangil,9,35000,coil dan wire
2000051,Ez Coil - 0.4 ohm,Bangil,4,25000,coil dan wire
2000053,Vapertize Coil - Alien Electrical V3,Bangil,9,50000,coil dan wire
2000056,Coil Oukitel - 0.6Ohm,Bangil,3,50000,coil dan wire
2000057,Sigelei Fog Coil - 0.15 Ohm,Bangil,2,33000,coil dan wire
2000068,Coil Hotcig Marvel - 1.2 Ohm,Bangil,2,40000,coil dan wire
2000069,Coil Hotcig Marvel - 0.6 Ohm,Bangil,2,40000,coil dan wire
2000105,Coil Ultra Boost V2 - M4 0.2 Ohm,Bangil,3,35000,coil dan wire
2000108,Coil Vaporstorm Flame - 1.2 Ohm,Bangil,2,30000,coil dan wire
2000111,S Coil - 1.2 Ohm,Bangil,5,25000,coil dan wire
2000114,Lust Luxury Cotton - Fiber,Bangil,5,55000,coil dan wire
2000116,Coil R57,Bangil,4,35000,coil dan wire
2000141,Coil Nautilus 2s - 0.7 Ohm,Bangil,5,30000,coil dan wire
2000142,Coil Smok RPM - 0.23 Ohm,Bangil,3,40000,coil dan wire
2000147,Perfect Build x Vapertize - 0.16 Ohm,Bangil,10,80000,coil dan wire
2000150,ITO Coil M0 - 0.5 Ohm,Bangil,5,36000,coil dan wire
2000154,Coil Oxva Khantal A1 - 1.0 Ohm,Bangil,1,35000,coil dan wire
2000166,ITO Coil M1 - 0.7 Ohm,Bangil,2,36000,coil dan wire
2000167,Coil Aspire Cloudflask - 0.17 Ohm,Bangil,1,47000,coil dan wire
2000174,Coil Crown M - 0.6 Ohm,Bangil,4,37500,coil dan wire
2000186,Malomo Prebuilt Coil - AIO Edition Orange 0.13 Ohm - 0.34 Ohm,Bangil,2,70000,coil dan wire
2001351,Foom Pod X Bundling - Absolute Black,Bangil,1,200000,device
2001381,Boro Space Pod Pom - White,Bangil,1,380000,device
2001611,Volx Stick Pod Package - Pink Blaze,Bangil,1,165000,device
2001663,TRML T99 Mod - Black Panther,Bangil,1,500000,device
2001685,Oxva Nexlim Pod Kit - Dark Brown,Bangil,1,360000,device
2001694,Centaurus M100 Box Mod - Concerto Gunmetal,Bangil,1,430000,device
2001788,TRML T28 Pod Kit - Soft Pink,Bangil,1,170000,device
2001814,Oxva Xlim Go 2 Bundling - Black Shadow,Bangil,1,199000,device
2001819,Oxva Xlim Go 2 Bundling - Metal Silver,Bangil,1,199000,device
2001820,Oxva Xlim Go 2 Bundling - Pink Ripple,Bangil,1,199000,device
2001822,TRML T28 Pod Kit Bundling - Earthy Brown,Bangil,1,200000,device
2001828,Drag 3 Mod Only - Eagle Grey,Bangil,1,250000,device
2001830,VSEE One Pod Kit - Mint Green,Bangil,1,99000,device
2001832,VSEE One Pod Kit - Porcelain White,Bangil,1,99000,device
2001857,Oxva Xlim Pro 3 Pod Kit - Race Red,Bangil,1,315000,device
2001859,Oxva Xlim Pro 3 Pod Kit - Titanium Silk,Bangil,1,315000,device
2001903,Oxva Xlim 3 Ultra Pod Kit - Metal Silver,Bangil,1,365000,device
2001905,Oxva Xlim 3 Ultra Pod Kit - Mint Green,Bangil,1,365000,device
2001926,TRML T88 Mod Kit - Black Panther,Bangil,1,750000,device
2001953,Foom Pod X Bundling - Deep Blue,Bangil,1,200000,device
2001955,Foom Pod X Bundling - Storm Gray,Bangil,1,200000,device
2001962,ION Lite Pod Kit Bundling Liquid Ox Passion - Maroon,Bangil,1,155000,device
2001965,Foom Pod X Switch Bundling - Green,Bangil,1,210000,device
2001970,Nixx Filter Pod Kit Bundling - Artic Blue,Bangil,1,225000,device
3000333,Inner Colourfull for Dot AIO V2 - Pattern,Bangil,1,180000,atomizer
3000334,Inner Colourfull for Dot AIO V2 - Letter,Bangil,1,180000,atomizer
3000354,Boro Proro Crystal - Smoke,Bangil,1,200000,atomizer
3000513,Cinqu Terre Mod 70Watt - Black,Bangil,1,600000,device
3001240,Vaptio Avocado Baby Pod - Triple Black,Bangil,1,285000,device
3001308,Stalk RTA 24MM - Matte Black,Bangil,1,340000,atomizer
3001329,Dead Rabbit V3 - Blue Carbon Fiber,Bangil,1,330000,atomizer
3001346,Dead Rabbit RDA V4 24MM - Gold,Bangil,1,315000,atomizer
3001351,Stalk CDZ RTA 22MM - SS,Bangil,1,360000,atomizer
3001353,Dead Rabbit RTA V4 28MM - Black Gold,Bangil,1,375000,atomizer
3001357,San RDA 24MM - Brushed SS,Bangil,1,320000,atomizer
3001359,Stalker Kit Package - SS,Bangil,1,350000,atomizer
3001361,Dead Rabbit RTA V4 28MM - Matte Full Black,Bangil,1,375000,atomizer
4000021,Kuken Tech BlackSmith Mini Tool Kit,Bangil,5,80000,accessories
4000028,Adapter Atomizer VVW Neutral 510 Smok RPM,Bangil,1,100000,accessories
4000029,Adapter Atomizer VVW Neutral 510 Vinc,Bangil,1,100000,accessories
4000036,Baut Tanam M2.5 x 4 min minus stainless steel 2.5l,Bangil,2,5000,accessories
4000043,Adapter Aegis Boost,Bangil,2,45000,accessories
4000053,Katchiring - SS 24mm,Bangil,1,220000,accessories
4000054,Katchiring - SS 26mm,Bangil,1,240000,accessories
4000063,Lanyard Printing Vapertize,Bangil,3,30000,accessories
4000094,Pulse AIO Replaceable Panels - Frosted Blue,Bangil,1,150000,accessories
4000127,Obeng Vave Baut (Plus Mur Vave/Obeng Vave),Bangil,2,15000,accessories
4000141,Drip Tip QT02 SS - Black,Bangil,1,100000,accessories
4000173,Battery Wrap VRK All Edition,Bangil,6,0,accessories
4000174,Pulse AIO Replaceable Panels - Frosted Red,Bangil,1,150000,accessories
4000201,Coil Baby Space,Bangil,5,60000,coil dan wire
4000207,Tack Coil - Baby Alien,Bangil,3,50000,coil dan wire
4000208,Tack Coil - Fusion Matic Dual,Bangil,3,50000,coil dan wire
4000209,Tack Coil - Signature Fusion Matic Single,Bangil,5,55000,coil dan wire
4000210,Coil Power Built Bright,Bangil,8,65000,coil dan wire
4000211,Tack Coil - Fusion Matic AIO,Bangil,5,50000,coil dan wire
4000212,The Fused Clapton by Powerbuild,Bangil,1,40000,coil dan wire
4000213,The Fused Clapton AIO by Powerbuild,Bangil,3,40000,coil dan wire
5000047,Charger Vapcell Q2S,Bangil,2,65000,battery dan charger
5000164,Cotton Monster Premium,Bangil,4,50000,cartridge dan cotton
5000167,Cartridge Argus Pod Top Fill - 0.7 Ohm,Bangil,6,45000,cartridge dan cotton
5000180,Cartridge Pava - 0.6 Ohm,Bangil,2,40000,cartridge dan cotton
5000181,Cartridge Pava - 0.8 Ohm,Bangil,2,40000,cartridge dan cotton
5000182,Cartridge Nixx Pod - 0.8 Ohm,Bangil,6,40000,cartridge dan cotton
5000186,Cartridge Oxva VPrime - 0.2 Ohm,Bangil,3,50000,cartridge dan cotton
5000187,Cartridge Oxva Nexlim - 0.6 Ohm,Bangil,4,45000,cartridge dan cotton
5000188,Cartridge Oxva Nexlim - 0.8 Ohm,Bangil,4,45000,cartridge dan cotton
5000189,Cartridge Vaporesso Xros - 0.4 Ohm,Bangil,5,40000,cartridge dan cotton
5000193,Cartridge Ursa - V3 0.6 Ohm,Bangil,7,40000,cartridge dan cotton
5000194,Cartridge Ursa - V3 0.8 Ohm,Bangil,7,40000,cartridge dan cotton
5000197,Cartridge TRML T-Max - 0.8 Ohm,Bangil,8,35000,cartridge dan cotton
5000198,Filter Nixx Tip,Bangil,1,40000,cartridge dan cotton
5000200,Cartridge Oxva Xlim DNA SS - 0.8 Ohm,Bangil,8,45000,cartridge dan cotton
5000201,Cartridge VSEE One Pod kit - 0.6 Ohm,Bangil,4,35000,cartridge dan cotton
5000202,Cartridge VSEE One Pod kit - 0.8 Ohm,Bangil,4,35000,cartridge dan cotton
5000204,Cartridge Pava - V2 0.6 Ohm,Bangil,3,40000,cartridge dan cotton
5000206,Cartridge Wasp Nano Pod - V2 0.8 Ohm,Bangil,3,35000,cartridge dan cotton
5000207,Cartridge TRML T-Max - 0.6 Ohm,Bangil,7,35000,cartridge dan cotton
5000208,Cartridge Wasp Nano Pod - V2 0.6 Ohm,Bangil,5,35000,cartridge dan cotton
5000209,Cartridge VSEE One Pod kit - 0.4 Ohm,Bangil,6,35000,cartridge dan cotton
5000210,Cartridge E Plus Top Fill - 0.3 Ohm,Bangil,5,40000,cartridge dan cotton
5000211,Cartridge E Plus Top Fill - 0.6 Ohm,Bangil,5,40000,cartridge dan cotton
5000212,Cartridge Oxva Xlim V3 - 0.4 Ohm,Bangil,8,40000,cartridge dan cotton
5000213,Cartridge Oxva Xlim V3 - 0.6 Ohm,Bangil,2,40000,cartridge dan cotton
5000214,Cartridge Oxva Xlim V3 - 0.8 Ohm,Bangil,6,40000,cartridge dan cotton
5000215,Cartridge Oxva Xlim V3 (2ML) - 0.6 Ohm,Bangil,14,40000,cartridge dan cotton
5000216,Cartridge Oxva Xlim V3 (2ML) - 0.8 Ohm,Bangil,10,40000,cartridge dan cotton
5000217,Cartridge ION Pod Lite - 0.5 Ohm,Bangil,6,35000,cartridge dan cotton
5000218,Cartridge ION Pod Lite - 0.8 Ohm,Bangil,9,35000,cartridge dan cotton
5000219,Cartridge E Plus Top Fill - 0.8 Ohm,Bangil,5,40000,cartridge dan cotton
5000220,Cartridge Oxva Xlim DNA SS - 0.4 Ohm,Bangil,7,45000,cartridge dan cotton
5000221,Filter Nixx Tip - Black,Bangil,1,40000,cartridge dan cotton
6000005,Oxva Origin Cartridge,Bangil,4,50000,cartridge dan cotton
6000011,Cartridge Druga Narada Pro,Bangil,1,50000,cartridge dan cotton
6000019,RPM Nord Cartridge,Bangil,5,50000,cartridge dan cotton
6000026,Cartridge Hotcig Marvel - Salt,Bangil,2,50000,cartridge dan cotton
6000032,Cartridge Thelema Pod 4ml,Bangil,2,70000,cartridge dan cotton
6000036,Cartridge Teros One,Bangil,3,60000,cartridge dan cotton
6000037,Cartridge B'adapt - Empty,Bangil,2,30000,cartridge dan cotton
6000041,Cartridge Air Go - 1.0 Ohm,Bangil,4,35000,cartridge dan cotton
6000044,Ez Cartridge Without Coil 2.6ml,Bangil,3,30000,cartridge dan cotton
6000045,Kubi 2 Cartridge - 1.7ml,Bangil,3,45000,cartridge dan cotton
6000047,Cartridge Fetch Pro RGC Empty Pod,Bangil,4,45000,cartridge dan cotton
6000049,Cartridge Vaporstorm Flame,Bangil,1,35000,cartridge dan cotton
6000050,Cartridge Aflo Pod,Bangil,3,33000,cartridge dan cotton
6000070,Cartridge Frees X Pod,Bangil,3,27000,cartridge dan cotton
6000071,Cartridge Miso Pod - 0.8 Ohm,Bangil,2,35000,cartridge dan cotton
6000072,Cartridge Miso Pod - 1.0 Ohm,Bangil,2,35000,cartridge dan cotton
6000084,Cartridge Foom X,Bangil,5,34000,cartridge dan cotton
6000088,Cartridge Nevoks Feelin C1 - Amber Clear,Bangil,1,50000,cartridge dan cotton
6000089,Cartridge Nevoks Feelin C1 - Black Clear,Bangil,1,50000,cartridge dan cotton
6000101,Cartridge RTS Airpops Pro - 2ml,Bangil,2,40000,cartridge dan cotton
6000102,Cartridge Caliburn X Pod - Empty,Bangil,2,90000,cartridge dan cotton
6000116,Cartridge Crown M Empty - 4ml,Bangil,2,37500,cartridge dan cotton
6000126,Cartridge Vaporesso Xros - 0.8 Ohm,Bangil,1,40000,cartridge dan cotton
6000136,Cartridge Caliburn A3 - 0.8 Ohm,Bangil,1,45000,cartridge dan cotton
6000137,Cartridge Smok RPM C - Empty 4ml,Bangil,3,40000,cartridge dan cotton
6000147,Cartridge Oxva Oneo - 0.4 Ohm,Bangil,4,45000,cartridge dan cotton
6000148,Cartridge Oxva Oneo - 0.6 Ohm,Bangil,5,45000,cartridge dan cotton
6000149,Cartridge Oxva Oneo - 0.8 Ohm,Bangil,6,45000,cartridge dan cotton
7000067,Battery Charge Up - 3000mAh,Bangil,2,120000,battery dan charger
7000068,Battery Charge Up - 3500mAh,Bangil,1,130000,battery dan charger
7000071,Battery Onyx 15A - 3500mAh,Bangil,1,130000,battery dan charger
7000079,Battery Blackcell DNA 18650 - 2500mAh,Bangil,1,70000,battery dan charger
7000080,Battery Blackcell DNA 18650 - 3000mAh,Bangil,2,100000,battery dan charger
7000083,Battery Blackcell DNA 18650 - 2000mAh,Bangil,3,50000,battery dan charger
8000195,Bishop 4ml Combi Tank Glass - Black,Bangil,1,150000,atomizer
8000198,Bishop 4ml Extension - SS,Bangil,1,160000,atomizer
8000200,Bishop 4ml Hollow Combi Tank PCTG - SS,Bangil,1,250000,atomizer
8000201,Bishop 6ml Extension Kit - Black,Bangil,1,220000,atomizer
8000239,Dead Rabbit Solo RDA - Gunmetal,Bangil,1,270000,atomizer
8000301,Kayfun RBA Clone - SS,Bangil,1,350000,atomizer
1000116,LCV 60ml - Oat Crackers 3mg,Pandaan,1,100000,liquid
1000117,LCV 60ml - Banana Hoki 3mg,Pandaan,1,100000,liquid
1000119,LCV 60ml - Berry Cheesecake 3mg,Pandaan,2,100000,liquid
1000121,LCV 60ml - Tiramisu 3mg,Pandaan,1,100000,liquid
1000188,Candy Man 60ml - Honeydew Candy 3mg,Pandaan,1,135000,liquid
1000215,Lunar Hexohm 60ml - Strawberry Cheesecake 3mg,Pandaan,1,155000,liquid
1000216,Lunar Hexohm 60ml - Strawberry Cheesecake 6mg,Pandaan,1,155000,liquid
1000232,Grape Currant 60ml - 3mg,Pandaan,1,145000,liquid
1000240,Bule Bolu 60ml - 3mg,Pandaan,2,155000,liquid
1000263,Oat Drips Pod Friendly 30ml - Milk Cereal 15mg,Pandaan,1,110000,liquid
1000361,Dark Luna 60ml - 3mg,Pandaan,1,155000,liquid
1000544,NYC Hero57 Edition 60ml - Perfect Cheese 3mg,Pandaan,1,155000,liquid
1000577,Tokyo Banana Signature 60ml - 3mg,Pandaan,1,185000,liquid
1000592,LCV 60ml - Strawberry Poundcake 6mg,Pandaan,2,100000,liquid
1000688,Bananalicious 60ml - 6mg,Pandaan,2,155000,liquid
1001297,Meepo Hero57 60ml - Caramel Cheese Popcorn 3mg,Pandaan,1,155000,liquid
1001481,Icelands Saltnic 30ml - Strawberry 30mg,Pandaan,1,100000,liquid
1001588,Subohm Hero57 60ml Edition - Blueberry Doughnut 6mg,Pandaan,1,155000,liquid
1001727,Snow Plus Pods Gen3 - Mungbean Sorbet 55mg,Pandaan,1,185000,liquid
1001756,Paradewa 30ml - Apple Zeus 30mg,Pandaan,1,125000,liquid
1001782,Roti Sisir 60ml - 6mg,Pandaan,1,90000,liquid
1001799,Foom Salt 30ml - Galapagos Soursop 30mg,Pandaan,1,110000,liquid
1001800,Foom Salt 30ml - Maldives Lychee 30mg,Pandaan,1,110000,liquid
1001874,Oat Drips 60ml - V1 Milk Cereal 6mg,Pandaan,2,150000,liquid
1001998,Foom Salt 30ml - Fresh Honeydew 30mg,Pandaan,1,110000,liquid
1002013,Muffin and Xes 60ml - 3mg,Pandaan,1,150000,liquid
1002014,Muffin and Xes 60ml - 6mg,Pandaan,1,150000,liquid
1002026,Kuah Sop Buah 60ml - 3mg,Pandaan,1,140000,liquid
1002122,Oat Drips 60ml - V2 Mung Bean 3mg,Pandaan,1,155000,liquid
1002151,A La Carte Series 60ml - Cream Biscuit 3mg,Pandaan,2,150000,liquid
1002153,A La Carte Series 60ml - Cream Poundcake 3mg,Pandaan,1,150000,liquid
